Day,Month,Year,PM2.5
27,8,2017,34.3
28,8,2017,23.82
29,8,2017,15.23
30,8,2017,20.5
31,8,2017,41.62
1,9,2017,25.58
2,9,2017,20.06
3,9,2017,38.19
4,9,2017,47.89
5,9,2017,35.61
6,9,2017,39.41
7,9,2017,40.34
8,9,2017,51.7
9,9,2017,54.83
10,9,2017,60.46
11,9,2017,63.97
12,9,2017,46.65
13,9,2017,54.77
14,9,2017,80.47
15,9,2017,64.37
16,9,2017,51.56
17,9,2017,53.05
18,9,2017,60.83
19,9,2017,55.55
20,9,2017,70.81
21,9,2017,55.93
22,9,2017,11.81
23,9,2017,17.76
24,9,2017,35.5
25,9,2017,50.09
26,9,2017,66.12
27,9,2017,80.94
28,9,2017,75.4
29,9,2017,89.38
30,9,2017,74.2
1,10,2017,68.47
2,10,2017,63.41
3,10,2017,69.45
4,10,2017,76.81
5,10,2017,75.73
6,10,2017,79.81
7,10,2017,70.98
8,10,2017,102.2
9,10,2017,107.63
10,10,2017,105.88
11,10,2017,104.45
12,10,2017,106.85
13,10,2017,137.42
14,10,2017,147.07
15,10,2017,147.83
16,10,2017,152.61
17,10,2017,121.7
18,10,2017,152.16
19,10,2017,176.17
20,10,2017,426.52
21,10,2017,213.12
22,10,2017,146.01
23,10,2017,163.35
24,10,2017,188.24
25,10,2017,203.03
26,10,2017,178.91
27,10,2017,167.54
28,10,2017,198.37
29,10,2017,187.82
30,10,2017,196.37
31,10,2017,211.64
1,11,2017,179.17
2,11,2017,160.69
3,11,2017,168.16
4,11,2017,190.33
5,11,2017,209.61
6,11,2017,216.53
7,11,2017,517.93
8,11,2017,639.19
9,11,2017,495.9
10,11,2017,370.73
11,11,2017,363.77
12,11,2017,465.08
13,11,2017,354.56
14,11,2017,254.36
15,11,2017,192.04
16,11,2017,191.57
17,11,2017,150.79
18,11,2017,143.51
19,11,2017,128.65
20,11,2017,171.34
21,11,2017,178.08
22,11,2017,177.41
23,11,2017,175.56
24,11,2017,187.97
25,11,2017,185.31
26,11,2017,224.37
27,11,2017,198.34
28,11,2017,167.74
29,11,2017,215.17
30,11,2017,219.84
1,12,2017,190.45
2,12,2017,208.87
3,12,2017,240.87
4,12,2017,261.82
5,12,2017,230.56
6,12,2017,120.91
7,12,2017,88.95
8,12,2017,115.08
9,12,2017,165.76
10,12,2017,230.34
11,12,2017,218.87
12,12,2017,109.18
13,12,2017,134.99
14,12,2017,126.67
15,12,2017,127.57
16,12,2017,100.72
17,12,2017,95.58
18,12,2017,115.19
19,12,2017,168.33
20,12,2017,283.24
21,12,2017,293.14
22,12,2017,157.72
23,12,2017,117.72
24,12,2017,203.18
25,12,2017,259
26,12,2017,224.42
27,12,2017,224.27
28,12,2017,249.17
29,12,2017,227.28
30,12,2017,273.56
31,12,2017,306.17
1,1,2018,303.41
2,1,2018,277.48
3,1,2018,217.01
4,1,2018,248.54
5,1,2018,240.42
6,1,2018,252.57
7,1,2018,191.66
8,1,2018,152.98
9,1,2018,233.1
10,1,2018,186.26
11,1,2018,154.64
12,1,2018,168.87
13,1,2018,230.5
14,1,2018,191.47
15,1,2018,177.71
16,1,2018,133.56
17,1,2018,235.06
18,1,2018,276.25
19,1,2018,253.7
20,1,2018,152.33
21,1,2018,153.61
22,1,2018,202.11
23,1,2018,160.79
24,1,2018,130.16
25,1,2018,111.75
26,1,2018,128.45
27,1,2018,155.2
28,1,2018,150.96
29,1,2018,162.48
30,1,2018,126.84
31,1,2018,123.48
1,2,2018,157.33
2,2,2018,140.35
3,2,2018,115.05
4,2,2018,133.8
5,2,2018,163.6
6,2,2018,143.29
7,2,2018,131.49
8,2,2018,186.19
9,2,2018,203.33
10,2,2018,209.7
11,2,2018,148.13
12,2,2018,72.36
13,2,2018,103.93
14,2,2018,76.92
15,2,2018,94.49
16,2,2018,123.19
17,2,2018,127.8
18,2,2018,127.27
19,2,2018,172.55
20,2,2018,167.16
21,2,2018,172.99
22,2,2018,159.67
23,2,2018,163.75
24,2,2018,164.2
25,2,2018,106.26
26,2,2018,67.27
27,2,2018,85.53
28,2,2018,143.25
1,3,2018,120.71
2,3,2018,139.18
3,3,2018,98.25
4,3,2018,79.83
5,3,2018,76.96
6,3,2018,75.45
7,3,2018,87.62
8,3,2018,139.88
9,3,2018,134.76
10,3,2018,75.67
11,3,2018,88.3
12,3,2018,105.29
13,3,2018,109.22
14,3,2018,116.62
15,3,2018,108.98
16,3,2018,111.67
17,3,2018,81.57
18,3,2018,82.15
19,3,2018,81.93
20,3,2018,109.99
21,3,2018,133.53
22,3,2018,83.4
23,3,2018,64.2
24,3,2018,78.4
25,3,2018,85.34
26,3,2018,85.9
27,3,2018,111.26
28,3,2018,117.78
29,3,2018,95.98
30,3,2018,96.45
31,3,2018,101.59
1,4,2018,75.14
2,4,2018,96.38
3,4,2018,101.18
4,4,2018,111.82
5,4,2018,152.56
6,4,2018,100.5
7,4,2018,48.46
8,4,2018,50.27
9,4,2018,49.56
10,4,2018,93.89
11,4,2018,48.61
12,4,2018,46.21
13,4,2018,83.96
14,4,2018,97.16
15,4,2018,107.36
16,4,2018,119.75
17,4,2018,81.97
18,4,2018,73.44
19,4,2018,89.49
20,4,2018,100.01
21,4,2018,119.24
22,4,2018,62.06
23,4,2018,76.11
24,4,2018,108.64
25,4,2018,117.56
26,4,2018,142.82
27,4,2018,107.47
28,4,2018,84.13
29,4,2018,89.1
30,4,2018,79.3
1,5,2018,54.88
2,5,2018,66.74
3,5,2018,47.25
4,5,2018,49.09
5,5,2018,74.82
6,5,2018,110.48
7,5,2018,111.95
8,5,2018,61
9,5,2018,71.99
10,5,2018,93.45
11,5,2018,132.39
12,5,2018,144.33
13,5,2018,80.64
14,5,2018,49.22
15,5,2018,67.23
16,5,2018,78.74
17,5,2018,105.99
18,5,2018,96.96
19,5,2018,103.98
20,5,2018,83.66
21,5,2018,71.25
22,5,2018,91.16
23,5,2018,129.23
24,5,2018,114.13
25,5,2018,83.88
26,5,2018,103.02
27,5,2018,97.37
28,5,2018,117.56
29,5,2018,112.6
30,5,2018,65.76
31,5,2018,71.99
1,6,2018,79.98
2,6,2018,52.6
3,6,2018,59.52
4,6,2018,64.42
5,6,2018,61.72
6,6,2018,57.68
7,6,2018,73.77
8,6,2018,76.78
9,6,2018,52.79
10,6,2018,67.02
11,6,2018,73.22
12,6,2018,141.28
13,6,2018,261.77
14,6,2018,225.49
15,6,2018,153.28
16,6,2018,127.32
17,6,2018,84.47
18,6,2018,61.06
19,6,2018,52.76
20,6,2018,67.55
21,6,2018,76.98
22,6,2018,83.98
23,6,2018,81.33
24,6,2018,54.15
25,6,2018,46.9
26,6,2018,29.98
27,6,2018,52.48
28,6,2018,30.07
29,6,2018,37.11
30,6,2018,41.41
1,7,2018,34.18
2,7,2018,34.24
3,7,2018,44.55
4,7,2018,45.76
5,7,2018,50.41
6,7,2018,57.12
7,7,2018,61.93
8,7,2018,68.2
9,7,2018,70.48
10,7,2018,47.48
11,7,2018,39.78
12,7,2018,46.53
13,7,2018,28.44
14,7,2018,33.82
15,7,2018,37.76
16,7,2018,37.32
17,7,2018,34.26
18,7,2018,37.76
19,7,2018,35.04
20,7,2018,37.26
21,7,2018,50.21
22,7,2018,25.81
23,7,2018,32.39
24,7,2018,39.3
25,7,2018,34.7
26,7,2018,32.22
27,7,2018,21.75
28,7,2018,37.69
29,7,2018,44.03
30,7,2018,39.89
31,7,2018,50.59
1,8,2018,55.77
2,8,2018,71.5
3,8,2018,65.46
4,8,2018,69.75
5,8,2018,63.57
6,8,2018,50.64
7,8,2018,44.54
8,8,2018,36.7
9,8,2018,36.84
10,8,2018,46.24
11,8,2018,32.72
12,8,2018,25.7
13,8,2018,32.75
14,8,2018,46.85
15,8,2018,43
16,8,2018,36.49
17,8,2018,32.98
18,8,2018,32.11
19,8,2018,47.01
20,8,2018,61.1
21,8,2018,30.98
22,8,2018,29.75
23,8,2018,31.19
24,8,2018,23.71
25,8,2018,21.96
26,8,2018,23.96
27,8,2018,24.78
28,8,2018,29.26
29,8,2018,36.06
30,8,2018,41.26
31,8,2018,47.53
1,9,2018,45.19
2,9,2018,40.9
3,9,2018,42.06
4,9,2018,55.72
5,9,2018,39.77
6,9,2018,49.44
7,9,2018,42.11
8,9,2018,35.45
9,9,2018,29.1
10,9,2018,36.99
11,9,2018,28.33
12,9,2018,28.55
13,9,2018,27.49
14,9,2018,31.38
15,9,2018,37.48
16,9,2018,43.09
17,9,2018,55.86
18,9,2018,54.94
19,9,2018,58.63
20,9,2018,73.3
21,9,2018,46.73
22,9,2018,24.29
23,9,2018,30.71
24,9,2018,21.46
25,9,2018,21.45
26,9,2018,42.83
27,9,2018,71.44
28,9,2018,83.78
29,9,2018,92.46
30,9,2018,69.49
1,10,2018,65.78
2,10,2018,76.03
3,10,2018,63.37
4,10,2018,97.4
5,10,2018,121.12
6,10,2018,78.87
7,10,2018,81.14
8,10,2018,118.6
9,10,2018,103.26
10,10,2018,93.36
11,10,2018,70.42
12,10,2018,67.93
13,10,2018,132.93
14,10,2018,91.88
15,10,2018,115.96
16,10,2018,139.18
17,10,2018,137.29
18,10,2018,143.2
19,10,2018,137.73
20,10,2018,168.87
21,10,2018,141.15
22,10,2018,121.65
23,10,2018,119.4
24,10,2018,174.04
25,10,2018,168.82
26,10,2018,203.12
27,10,2018,206.05
28,10,2018,205
29,10,2018,231.83
30,10,2018,263.39
31,10,2018,225.17
1,11,2018,236.67
2,11,2018,205.44
3,11,2018,159.56
4,11,2018,97.27
5,11,2018,361.98
6,11,2018,177.88
7,11,2018,175.43
8,11,2018,420.3
9,11,2018,300.91
10,11,2018,288.86
11,11,2018,256.68
12,11,2018,271.7
13,11,2018,265.06
14,11,2018,136.2
15,11,2018,98.53
16,11,2018,138.49
17,11,2018,135.21
18,11,2018,166.43
19,11,2018,179.79
20,11,2018,224.1
21,11,2018,209.96
22,11,2018,139.02
23,11,2018,187.85
24,11,2018,107.73
25,11,2018,133.62
26,11,2018,200.69
27,11,2018,205.53
28,11,2018,193.1
29,11,2018,205.17
30,11,2018,190.36
1,12,2018,147.48
2,12,2018,164.63
3,12,2018,178.87
4,12,2018,211.57
5,12,2018,181.62
6,12,2018,218.06
7,12,2018,193.81
8,12,2018,202.83
9,12,2018,226.35
10,12,2018,264.63
11,12,2018,274.97
12,12,2018,209.63
13,12,2018,94.29
14,12,2018,113.42
15,12,2018,122.69
16,12,2018,150.28
17,12,2018,182.78
18,12,2018,204.08
19,12,2018,205.22
20,12,2018,258.1
21,12,2018,252.2
22,12,2018,326.79
23,12,2018,401.58
24,12,2018,378.68
25,12,2018,268.2
26,12,2018,241
27,12,2018,290.1
28,12,2018,249.23
29,12,2018,248.12
30,12,2018,336.42
31,12,2018,319.69
1,1,2019,287.34
2,1,2019,331.2
3,1,2019,355.4
4,1,2019,246.46
5,1,2019,262.53
6,1,2019,174.26
7,1,2019,181.74
8,1,2019,156.26
9,1,2019,143.66
10,1,2019,165.95
11,1,2019,278.95
12,1,2019,311.03
13,1,2019,272.45
14,1,2019,94.44
15,1,2019,134.57
16,1,2019,271.96
17,1,2019,358.91
18,1,2019,237.22
19,1,2019,262.68
20,1,2019,314.59
21,1,2019,175.49
22,1,2019,53.25
23,1,2019,135.68
24,1,2019,130.59
25,1,2019,81.2
26,1,2019,101.61
27,1,2019,136.47
28,1,2019,126.48
29,1,2019,142
30,1,2019,206.14
31,1,2019,204.25
1,2,2019,178.68
2,2,2019,177.32
3,2,2019,131.1
4,2,2019,144.62
5,2,2019,256.33
6,2,2019,177.25
7,2,2019,65.65
8,2,2019,72.29
9,2,2019,82.5
10,2,2019,143.31
11,2,2019,173.61
12,2,2019,208.64
13,2,2019,198.26
14,2,2019,153.73
15,2,2019,123.46
16,2,2019,112.34
17,2,2019,99.27
18,2,2019,109.11
19,2,2019,126.12
20,2,2019,102.3
21,2,2019,73.33
22,2,2019,73.9
23,2,2019,56.51
24,2,2019,89.34
25,2,2019,92.36
26,2,2019,59.97
27,2,2019,47.18
28,2,2019,96.38
1,3,2019,93.83
2,3,2019,109.6
3,3,2019,62.92
4,3,2019,105.93
5,3,2019,68.86
6,3,2019,83.45
7,3,2019,104.61
8,3,2019,92.07
9,3,2019,73.31
10,3,2019,73.98
11,3,2019,82.17
12,3,2019,57.28
13,3,2019,89.17
14,3,2019,111.2
15,3,2019,74.88
16,3,2019,68.64
17,3,2019,93.61
18,3,2019,100.32
19,3,2019,103.77
20,3,2019,89.82
21,3,2019,112.29
22,3,2019,38.43
23,3,2019,55.62
24,3,2019,53.28
25,3,2019,65
26,3,2019,75.82
27,3,2019,78.37
28,3,2019,116.55
29,3,2019,112.67
30,3,2019,102.27
31,3,2019,58.96
1,4,2019,59.08
2,4,2019,90.1
3,4,2019,85.02
4,4,2019,119.71
5,4,2019,125.44
6,4,2019,96.6
7,4,2019,152.91
8,4,2019,81.3
9,4,2019,87.74
10,4,2019,101.94
11,4,2019,70.25
12,4,2019,61.34
13,4,2019,55.93
14,4,2019,51.51
15,4,2019,54.84
16,4,2019,59.08
17,4,2019,22.14
18,4,2019,38.92
19,4,2019,71.62
20,4,2019,90.55
21,4,2019,95.24
22,4,2019,110.16
23,4,2019,104.17
24,4,2019,85.7
25,4,2019,86.41
26,4,2019,82.37
27,4,2019,73.06
28,4,2019,76.44
29,4,2019,84.04
30,4,2019,95.72
1,5,2019,111.57
2,5,2019,77.72
3,5,2019,52.16
4,5,2019,77.96
5,5,2019,101.25
6,5,2019,118.9
7,5,2019,128.78
8,5,2019,143.34
9,5,2019,137.2
10,5,2019,95.07
11,5,2019,101.83
12,5,2019,178.22
13,5,2019,170.81
14,5,2019,58.22
15,5,2019,84.81
16,5,2019,75.45
17,5,2019,92.53
18,5,2019,44.28
19,5,2019,81.99
20,5,2019,93.97
21,5,2019,77.78
22,5,2019,64.24
23,5,2019,92.4
24,5,2019,43.86
25,5,2019,43.66
26,5,2019,55.13
27,5,2019,64.66
28,5,2019,65.82
29,5,2019,74.8
30,5,2019,85.21
31,5,2019,88.57
1,6,2019,95.4
2,6,2019,73.36
3,6,2019,66.94
4,6,2019,54.95
5,6,2019,73.35
6,6,2019,70.61
7,6,2019,54.81
8,6,2019,69.75
9,6,2019,101.05
10,6,2019,74.48
11,6,2019,118.38
12,6,2019,59.86
13,6,2019,52.66
14,6,2019,53.79
15,6,2019,81.86
16,6,2019,42.06
17,6,2019,40.18
18,6,2019,30.39
19,6,2019,79.96
20,6,2019,42.76
21,6,2019,71.15
22,6,2019,68.27
23,6,2019,42.06
24,6,2019,26.29
25,6,2019,53.65
26,6,2019,67.36
27,6,2019,65.3
28,6,2019,61.21
29,6,2019,58.08
30,6,2019,65.24
1,7,2019,57.27
2,7,2019,71.68
3,7,2019,39.99
4,7,2019,36.82
5,7,2019,48.6
6,7,2019,34.25
7,7,2019,38.81
8,7,2019,49.12
9,7,2019,42.56
10,7,2019,69.21
11,7,2019,76.99
12,7,2019,76.35
13,7,2019,63.18
14,7,2019,63.16
15,7,2019,42.04
16,7,2019,31.51
17,7,2019,32.06
18,7,2019,32.92
19,7,2019,63.02
20,7,2019,46.43
21,7,2019,50.57
22,7,2019,60.38
23,7,2019,73.08
24,7,2019,63.26
25,7,2019,22.79
26,7,2019,30.63
27,7,2019,26.16
28,7,2019,21.13
29,7,2019,24.45
30,7,2019,30.1
31,7,2019,30.22
1,8,2019,34.26
2,8,2019,35.06
3,8,2019,38.54
4,8,2019,46.69
5,8,2019,52.2
6,8,2019,30.04
7,8,2019,32.63
8,8,2019,27.69
9,8,2019,14.59
10,8,2019,16.73
11,8,2019,25.53
12,8,2019,20.53
13,8,2019,21.68
14,8,2019,33.21
15,8,2019,28.78
16,8,2019,15.52
17,8,2019,10.24
18,8,2019,15.51
19,8,2019,38.55
20,8,2019,41.74
21,8,2019,46.69
22,8,2019,44.16
23,8,2019,50.49
24,8,2019,60.71
25,8,2019,33.49
26,8,2019,25.06
27,8,2019,40.68
28,8,2019,42.04
29,8,2019,33.92
30,8,2019,43.5
31,8,2019,57.16
1,9,2019,35.13
2,9,2019,46.15
3,9,2019,70.64
4,9,2019,73.33
5,9,2019,33.9
6,9,2019,35.81
7,9,2019,34.98
8,9,2019,32.83
9,9,2019,56.31
10,9,2019,64.48
11,9,2019,79.6
12,9,2019,57.83
13,9,2019,33.59
14,9,2019,26.65
15,9,2019,35.52
16,9,2019,56.6
17,9,2019,59.14
18,9,2019,35.41
19,9,2019,21.74
20,9,2019,40.33
21,9,2019,39.23
22,9,2019,26.51
23,9,2019,34.46
24,9,2019,35.88
25,9,2019,30.52
26,9,2019,22.9
27,9,2019,15.66
28,9,2019,22.52
29,9,2019,16.91
30,9,2019,29.42
1,10,2019,33.92
2,10,2019,40.16
3,10,2019,57.99
4,10,2019,43.07
5,10,2019,39.48
6,10,2019,58.75
7,10,2019,55.88
8,10,2019,44.85
9,10,2019,77.02
10,10,2019,100.82
11,10,2019,98.07
12,10,2019,103.45
13,10,2019,132.57
14,10,2019,116.33
15,10,2019,133.35
16,10,2019,146.37
17,10,2019,121.68
18,10,2019,90.41
19,10,2019,76.77
20,10,2019,98.05
21,10,2019,115.16
22,10,2019,93.51
23,10,2019,122.12
24,10,2019,173.56
25,10,2019,129.9
26,10,2019,148.73
27,10,2019,198.81
28,10,2019,301.39
29,10,2019,287.56
30,10,2019,279.32
31,10,2019,314.32
1,11,2019,388.45
2,11,2019,320.26
3,11,2019,582.28
4,11,2019,272.3
5,11,2019,190.41
6,11,2019,101.09
7,11,2019,182.47
8,11,2019,154.14
9,11,2019,140.8
10,11,2019,192.35
11,11,2019,252.48
12,11,2019,384.34
13,11,2019,383.36
14,11,2019,371.42
15,11,2019,423.52
16,11,2019,174.03
17,11,2019,96.34
18,11,2019,108.4
19,11,2019,126.92
20,11,2019,175.19
21,11,2019,217.7
22,11,2019,201.17
23,11,2019,130.41
24,11,2019,107.86
25,11,2019,122.37
26,11,2019,114.27
27,11,2019,65.7
28,11,2019,31.03
29,11,2019,53.79
30,11,2019,96.96
1,12,2019,123.66
2,12,2019,141.12
3,12,2019,140.07
4,12,2019,163.24
5,12,2019,271.99
6,12,2019,241.69
7,12,2019,233.79
8,12,2019,239.98
9,12,2019,200.33
10,12,2019,236.4
11,12,2019,299.85
12,12,2019,284.18
13,12,2019,94.62
14,12,2019,78.59
15,12,2019,94.67
16,12,2019,88.05
17,12,2019,93.07
18,12,2019,144
19,12,2019,261.16
20,12,2019,316.09
21,12,2019,249.87
22,12,2019,146.81
23,12,2019,171.47
24,12,2019,262.69
25,12,2019,166.71
26,12,2019,196.97
27,12,2019,240.07
28,12,2019,275.6
29,12,2019,326.79
30,12,2019,333.43
31,12,2019,245.53
1,1,2020,372.14
2,1,2020,327.04
3,1,2020,228.9
4,1,2020,220.6
5,1,2020,170.21
6,1,2020,159.64
7,1,2020,120.31
8,1,2020,117.98
9,1,2020,89.26
10,1,2020,130.82
11,1,2020,151.1
12,1,2020,207.23
13,1,2020,218.98
14,1,2020,115.62
15,1,2020,111.57
16,1,2020,139.06
17,1,2020,107.65
18,1,2020,125.3
19,1,2020,125.04
20,1,2020,142.18
21,1,2020,222.81
22,1,2020,198.88
23,1,2020,74.45
24,1,2020,79.83
25,1,2020,136.72
26,1,2020,201.2
27,1,2020,209.97
28,1,2020,104.45
29,1,2020,77.95
30,1,2020,91.56
31,1,2020,92.04
1,2,2020,112.13
2,2,2020,120.86
3,2,2020,138.5
4,2,2020,188.42
5,2,2020,150.08
6,2,2020,118.57
7,2,2020,150.15
8,2,2020,149.67
9,2,2020,151.43
10,2,2020,174.4
11,2,2020,176.57
12,2,2020,172.12
13,2,2020,95.72
14,2,2020,73.84
15,2,2020,83.07
16,2,2020,132.63
17,2,2020,158.69
18,2,2020,125.53
19,2,2020,138.46
20,2,2020,98.84
21,2,2020,53.11
22,2,2020,63.62
23,2,2020,105.71
24,2,2020,70.59
25,2,2020,127.75
26,2,2020,141.81
27,2,2020,107.28
28,2,2020,83.48
29,2,2020,60.01
1,3,2020,42.83
2,3,2020,99.34
3,3,2020,86.26
4,3,2020,82.9
5,3,2020,31.43
6,3,2020,21.32
7,3,2020,40.96
8,3,2020,72.1
9,3,2020,58.04
10,3,2020,84.35
11,3,2020,55.19
12,3,2020,56.92
13,3,2020,68.72
14,3,2020,39.41
15,3,2020,60.99
16,3,2020,61.61
17,3,2020,69.7
18,3,2020,68.93
19,3,2020,90.62
20,3,2020,90.31
21,3,2020,82.39
22,3,2020,78.61
23,3,2020,54.26
24,3,2020,55.85
25,3,2020,37.87
26,3,2020,45.69
27,3,2020,26.89
28,3,2020,21.23
29,3,2020,27.59
30,3,2020,35.08
31,3,2020,35.31
1,4,2020,32.88
2,4,2020,28.51
3,4,2020,31.36
4,4,2020,40.79
5,4,2020,51.79
6,4,2020,59.91
7,4,2020,33.12
8,4,2020,29.7
9,4,2020,36.13
10,4,2020,57.67
11,4,2020,53.03
12,4,2020,38.57
13,4,2020,60.6
14,4,2020,58.22
15,4,2020,58.31
16,4,2020,69.8
17,4,2020,26.93
18,4,2020,29.09
19,4,2020,35.49
20,4,2020,52.86
21,4,2020,37.17
22,4,2020,58.25
23,4,2020,54.71
24,4,2020,65.91
25,4,2020,33.09
26,4,2020,40.24
27,4,2020,27.18
28,4,2020,41.75
29,4,2020,55.18
30,4,2020,49.96
1,5,2020,61.04
2,5,2020,34.67
3,5,2020,32.56
4,5,2020,26.63
5,5,2020,56.24
6,5,2020,58.44
7,5,2020,36.02
8,5,2020,51.09
9,5,2020,54.18
10,5,2020,44.3
11,5,2020,43.26
12,5,2020,43.19
13,5,2020,68.8
14,5,2020,56.17
15,5,2020,47.44
16,5,2020,81.87
17,5,2020,98.63
18,5,2020,101.02
19,5,2020,106.63
20,5,2020,67.8
21,5,2020,55.92
22,5,2020,94.37
23,5,2020,74.92
24,5,2020,55.37
25,5,2020,61.46
26,5,2020,55.38
27,5,2020,43.22
28,5,2020,39.07
29,5,2020,24.62
30,5,2020,23.09
31,5,2020,21.51
1,6,2020,41.05
2,6,2020,45.9
3,6,2020,50.62
4,6,2020,68.24
5,6,2020,42.43
6,6,2020,35.14
7,6,2020,39.99
8,6,2020,46.9
9,6,2020,64.77
10,6,2020,58.9
11,6,2020,54.69
12,6,2020,64
13,6,2020,52.36
14,6,2020,71.08
15,6,2020,48.69
16,6,2020,39.87
17,6,2020,34.35
18,6,2020,36.84
19,6,2020,57.6
20,6,2020,35.96
21,6,2020,39.7
22,6,2020,39.47
23,6,2020,29.02
24,6,2020,30.91
25,6,2020,38.37
26,6,2020,50.01
27,6,2020,39.8
28,6,2020,59.52
29,6,2020,44.86
30,6,2020,39.8
1,7,2020,49
2,7,2020,58
3,7,2020,61
4,7,2020,42
5,7,2020,27
6,7,2020,41
7,7,2020,16
8,7,2020,21
9,7,2020,28
10,7,2020,23
11,7,2020,18
12,7,2020,18
13,7,2020,28
14,7,2020,36
15,7,2020,37
16,7,2020,28
17,7,2020,43
18,7,2020,39
19,7,2020,22
20,7,2020,18
21,7,2020,21
22,7,2020,16
23,7,2020,31
24,7,2020,37
25,7,2020,27
26,7,2020,34
27,7,2020,29
28,7,2020,22
29,7,2020,21
30,7,2020,14
31,7,2020,36
1,8,2020,32
2,8,2020,20
3,8,2020,21
4,8,2020,22
5,8,2020,35
6,8,2020,15
7,8,2020,23
8,8,2020,45
9,8,2020,29
10,8,2020,26
11,8,2020,38
12,8,2020,20
13,8,2020,12
14,8,2020,18
15,8,2020,27
16,8,2020,17
17,8,2020,25
18,8,2020,23
19,8,2020,19
20,8,2020,18
21,8,2020,17
22,8,2020,14
23,8,2020,16
24,8,2020,12
25,8,2020,14
26,8,2020,14
27,8,2020,15
28,8,2020,23
29,8,2020,28
30,8,2020,11
31,8,2020,11
1,9,2020,14
2,9,2020,17
3,9,2020,31
4,9,2020,36
5,9,2020,19
6,9,2020,22
7,9,2020,44
8,9,2020,29
9,9,2020,50
10,9,2020,49
11,9,2020,53
12,9,2020,52
13,9,2020,58
14,9,2020,64
15,9,2020,56
16,9,2020,61
17,9,2020,43
18,9,2020,37
19,9,2020,52
20,9,2020,61
21,9,2020,58
22,9,2020,35
23,9,2020,23
24,9,2020,37
25,9,2020,49
26,9,2020,57
27,9,2020,32
28,9,2020,64
29,9,2020,64
30,9,2020,55
1,10,2020,55
2,10,2020,69
3,10,2020,74
4,10,2020,70
5,10,2020,67
6,10,2020,69
7,10,2020,80
8,10,2020,74
9,10,2020,83
10,10,2020,89
11,10,2020,88
12,10,2020,111
13,10,2020,117
14,10,2020,112
15,10,2020,121
16,10,2020,98
17,10,2020,117
18,10,2020,106
19,10,2020,109
20,10,2020,94
21,10,2020,86
22,10,2020,138
23,10,2020,196
24,10,2020,164
25,10,2020,161
26,10,2020,168
27,10,2020,167
28,10,2020,165
29,10,2020,219
30,10,2020,203
31,10,2020,271
1,11,2020,252
2,11,2020,140
3,11,2020,111
4,11,2020,291
5,11,2020,263
6,11,2020,225
7,11,2020,300
8,11,2020,292
9,11,2020,529
10,11,2020,471
11,11,2020,126
12,11,2020,161
13,11,2020,165
14,11,2020,354
15,11,2020,314
16,11,2020,89
17,11,2020,83
18,11,2020,114
19,11,2020,127
20,11,2020,152
21,11,2020,124
22,11,2020,139
23,11,2020,151
24,11,2020,234
25,11,2020,277
26,11,2020,110
27,11,2020,79
28,11,2020,120
29,11,2020,115
30,11,2020,163
1,12,2020,220
2,12,2020,208
3,12,2020,176
4,12,2020,216
5,12,2020,245
6,12,2020,227
7,12,2020,294
8,12,2020,194
9,12,2020,180
10,12,2020,125
11,12,2020,143
12,12,2020,260
13,12,2020,123
14,12,2020,86
15,12,2020,126
16,12,2020,130
17,12,2020,152
18,12,2020,139
19,12,2020,171
20,12,2020,180
21,12,2020,186
22,12,2020,298
23,12,2020,337
24,12,2020,317
25,12,2020,219
26,12,2020,207
27,12,2020,264
28,12,2020,93
29,12,2020,132
30,12,2020,170
31,12,2020,249
1,1,2021,378
2,1,2021,339
3,1,2021,158
4,1,2021,85
5,1,2021,69
6,1,2021,138
7,1,2021,128
8,1,2021,161
9,1,2021,165
10,1,2021,139
11,1,2021,134
12,1,2021,193
13,1,2021,254
14,1,2021,423
15,1,2021,404
16,1,2021,291
17,1,2021,260
18,1,2021,211
19,1,2021,302
20,1,2021,148
21,1,2021,154
22,1,2021,277
23,1,2021,188
24,1,2021,241
25,1,2021,181
26,1,2021,173
27,1,2021,177
28,1,2021,260
29,1,2021,229
30,1,2021,150
31,1,2021,130
1,2,2021,204
2,2,2021,216
3,2,2021,179
4,2,2021,154
5,2,2021,74
6,2,2021,110
7,2,2021,137
8,2,2021,182
9,2,2021,196
10,2,2021,149
11,2,2021,190
12,2,2021,232
13,2,2021,171
14,2,2021,193
15,2,2021,154
16,2,2021,183
17,2,2021,163
18,2,2021,137
19,2,2021,182
20,2,2021,-
21,2,2021,-
22,2,2021,114
23,2,2021,86
24,2,2021,101
25,2,2021,133
26,2,2021,108
27,2,2021,54
28,2,2021,66
1,3,2021,64
2,3,2021,61
3,3,2021,95
4,3,2021,96
5,3,2021,100
6,3,2021,106
7,3,2021,101
8,3,2021,105
9,3,2021,117
10,3,2021,65
11,3,2021,101
12,3,2021,67
13,3,2021,81
14,3,2021,98
15,3,2021,98
16,3,2021,113
17,3,2021,109
18,3,2021,116
19,3,2021,100
20,3,2021,111
21,3,2021,90
22,3,2021,70
23,3,2021,71
24,3,2021,62
25,3,2021,47
26,3,2021,73
27,3,2021,78
28,3,2021,75
29,3,2021,90
30,3,2021,85
31,3,2021,60
1,4,2021,46
2,4,2021,61
3,4,2021,44
4,4,2021,64
5,4,2021,77
6,4,2021,120
7,4,2021,74
8,4,2021,51
9,4,2021,57
10,4,2021,73
11,4,2021,70
12,4,2021,107
