Unnamed: 0,T,TM,Tm,SLP,H,PP,VV,V,VM,PM2.5,Date
2211,18.8,27.8,13.7,1012,63,0,1.8,13.9,18,73,2020-02-14
1175,29.1,35.0,20.8,1009,38,0,3.2,16.1,35,118,2017-03-26
1182,31.7,39.4,23.0,1004,34,0,3.5,10.7,25,83,2017-04-02
2589,22.5,32.3,11.8,1014,59,0,4.0,8.5,18,64,2021-03-01
2441,30.5,37.0,21.9,1004,53,0,3.2,8.5,16,55,2020-10-01
614,31.9,36.9,26.8,1005,54,0,2.7,11.9,35,63,2015-09-08
1513,22.9,31.0,15.5,1009,58,0,2.3,3.9,14,139,2018-03-02
1466,14.0,23.7,5.7,1016,69,0,2.3,4.8,14,191,2018-01-14
401,15.7,25.6,7.4,1016,68,0,1.4,1.9,7,160,2015-02-07
994,30.7,34.9,26.4,1003,70,0,2.7,4.8,9,56,2016-09-24
934,30.3,35.0,27.6,1002,83,5,2.3,6.5,16,54,2016-07-26
371,10.1,14.5,7.2,1019,90,0,0.3,3.3,7,229,2015-01-08
2381,33.0,37.0,26.2,997,69,7,3.4,8.5,22,20,2020-08-02
2355,30.9,36.2,26.4,1000,77,0,3.5,11.9,18,16,2020-07-07
593,29.3,35.2,26.7,1002,77,0,1.9,4.8,16,60,2015-08-18
2153,12.2,18.0,7.0,1020,81,0,1.0,3.9,7,144,2019-12-18
726,17.8,24.5,10.6,1018,64,0,1.6,10.2,18,159,2015-12-29
826,29.3,36.0,18.8,1008,37,0,3.2,4.8,11,89,2016-04-08
2002,30.7,37.0,26.0,1001,77,0,2.4,5.2,27,46,2019-07-20
2633,31.1,40.2,20.6,1007,37,0,3.1,8.3,14,66,2021-04-14
687,18.6,27.7,11.4,1016,69,0,1.1,0.4,3,271,2015-11-20
2408,30.8,35.0,24.8,1000,77,0,2.4,4.4,11,28,2020-08-29
136,30.0,36.9,24.1,1007,54,0,2.6,7.2,18,263,2014-05-17
2658,31.5,39.0,23.2,1004,46,0,2.7,5.0,13,54,2021-05-09
628,30.1,35.8,26.5,1002,70,0,1.9,10.2,14,35,2015-09-22
334,20.1,30.0,11.4,1013,47,0,1.8,8.9,22,127,2014-12-01
1805,11.6,21.4,3.4,1017,76,0,1.1,2.4,5,290,2018-12-27
390,13.3,18.4,9.8,1019,79,0,1.0,5.2,14,154,2015-01-27
2510,18.2,28.6,9.6,1014,74,0,1.4,1.1,9,180,2020-12-09
1109,14.0,21.0,6.4,1023,76,0,1.6,10.2,16,227,2017-01-19
2883,10.8,20.0,3.2,1019,70,0,1.1,2.0,5,180,2021-12-20
1817,13.6,20.1,7.0,1017,85,0,0.8,6.9,14,156,2019-01-08
2312,36.0,44.4,27.2,999,34,0,3.1,9.4,22,61,2020-05-25
2927,13.8,20.8,6.6,1011,88,0,1.1,9.1,14,113,2022-02-02
710,14.8,21.0,6.8,1016,63,0,2.4,5.4,13,135,2015-12-13
1039,22.5,29.5,15.6,1013,56,0,1.1,11.7,22,338,2016-11-08
3196,22.5,31.3,15.6,1013,76,0,1.0,1.1,7,165,2022-10-29
2123,18.5,29.0,15.3,1015,79,0,1.9,5.4,16,108,2019-11-18
2816,25.9,33.9,19.0,1006,55,0,3.1,2.4,5,73,2021-10-14
1561,31.1,39.0,23.0,1003,32,0,2.6,5.0,22,89,2018-04-19
3067,30.4,37.2,24.3,1002,66,0,2.4,8.0,16,81,2022-06-22
2992,30.4,41.6,19.7,1005,34,0,3.1,4.6,11,240,2022-04-08
1945,29.8,40.4,23.8,1003,60,0,3.2,11.1,25,43,2019-05-24
1594,35.0,43.0,26.2,1002,30,0,3.1,3.7,9,91,2018-05-22
3090,33.2,38.6,27.5,998,65,0,2.6,9.6,11,51,2022-07-15
2736,31.3,37.3,28.3,996,79,0,1.9,4.8,9,44,2021-07-26
1112,17.1,24.0,8.4,1021,81,0,1.3,5.0,11,286,2017-01-22
465,24.3,36.2,20.2,1012,69,2,2.1,5.4,11,75,2015-04-12
1560,32.0,38.6,23.7,1006,27,0,2.7,8.0,11,73,2018-04-18
1223,37.9,44.0,28.1,998,24,0,3.2,10.2,22,135,2017-05-15
2178,13.6,22.2,7.1,1015,74,0,1.6,4.4,11,207,2020-01-12
3223,16.2,27.4,7.8,1016,68,0,1.6,1.7,7,240,2022-11-25
2550,14.9,19.4,9.0,1016,83,0,0.6,4.3,9,211,2021-01-18
1508,22.5,31.6,17.0,1015,65,0,1.9,7.4,16,106,2018-02-25
1750,24.2,31.0,15.6,1016,62,0,1.9,2.4,9,206,2018-10-27
1104,12.6,19.5,3.2,1019,78,0,1.3,5.2,11,309,2017-01-14
660,24.9,33.7,18.0,1011,58,0,1.9,1.3,5,169,2015-10-24
2914,12.8,18.2,9.8,1012,88,0,0.3,3.7,7,75,2022-01-20
338,17.8,27.8,10.0,1017,62,0,1.4,2.6,13,106,2014-12-05
215,30.5,36.6,27.8,996,75,0,1.9,5.2,11,160,2014-08-04
1615,37.0,41.0,30.5,989,46,0,1.9,14.1,29,141,2018-06-12
1341,32.4,37.0,27.0,1005,62,0,3.2,4.4,11,60,2017-09-10
2730,27.4,31.6,24.0,998,94,38,1.8,4.8,11,30,2021-07-20
2850,17.3,27.0,9.6,1015,74,0,1.1,1.1,5,187,2021-11-17
3045,33.2,40.6,20.4,998,53,0,2.6,4.1,9,88,2022-05-31
1846,19.5,25.0,12.0,-1,82,0,1.8,6.1,21,177,2019-02-06
1592,33.2,41.4,27.0,1002,33,0,2.6,3.1,14,83,2018-05-20
2113,21.9,30.0,15.6,1013,72,0,1.4,3.3,11,154,2019-11-08
2013,31.9,35.1,27.8,999,73,0,3.2,6.7,13,30,2019-07-31
2739,27.6,32.0,24.0,996,92,5,2.1,3.3,9,23,2021-07-29
816,27.2,32.0,18.6,1010,49,0,2.7,7.2,14,89,2016-03-29
1978,35.8,41.0,29.6,997,52,0,2.7,6.7,18,67,2019-06-26
1067,17.8,24.8,11.2,1017,74,0,0.6,0.7,7,283,2016-12-07
2206,13.9,22.2,6.6,1021,77,0,1.6,3.1,11,151,2020-02-09
274,30.3,36.9,24.6,1009,58,0,2.6,2.8,9,143,2014-10-02
2442,29.9,36.7,20.6,1004,58,0,3.4,4.8,16,69,2020-10-02
865,37.6,43.3,26.0,997,29,0,3.7,8.5,18,117,2016-05-18
101,29.1,37.2,18.9,1006,46,0,1.9,5.2,11,178,2014-04-12
1501,16.9,26.4,12.2,1012,69,0,1.9,3.7,11,127,2018-02-18
2339,31.9,38.1,24.6,998,74,2,3.2,5.9,11,39,2020-06-21
171,36.9,41.7,32.7,994,49,0,1.9,9.8,24,118,2014-06-21
107,24.9,31.6,18.5,1011,68,7,2.3,11.1,18,179,2014-04-18
2287,31.1,37.8,25.0,1006,61,0,3.1,6.9,11,49,2020-04-30
1521,23.9,32.2,16.0,1011,50,0,2.3,6.7,22,75,2018-03-10
3244,15.5,23.4,6.2,1014,64,0,1.8,4.3,11,128,2022-12-16
1826,12.8,22.0,4.2,1017,80,0,1.0,1.5,5,358,2019-01-17
2614,25.9,32.0,16.0,-1,50,0,3.2,10.2,18,73,2021-03-26
2181,13.7,19.8,6.4,1016,80,0,1.0,4.4,9,111,2020-01-15
41,13.4,21.6,5.6,1013,67,0,1.4,3.7,11,340,2014-02-11
2218,16.8,27.5,14.2,1018,85,2,2.6,9.8,16,53,2020-02-21
2338,31.1,41.2,22.4,998,71,5,2.7,9.8,22,35,2020-06-20
3179,25.0,30.1,20.2,1010,84,0,1.6,3.7,7,177,2022-10-12
2542,11.7,19.7,7.8,1016,83,0,0.8,7.4,13,139,2021-01-10
2795,28.1,32.8,24.6,1005,80,0,2.3,4.8,7,22,2021-09-23
1040,21.7,30.0,12.2,1014,52,0,1.1,6.3,16,307,2016-11-09
295,25.3,34.3,18.2,1012,69,0,1.0,0.9,7,98,2014-10-23
712,15.2,22.2,7.0,1016,60,0,2.4,7.0,14,88,2015-12-15
72,19.7,27.6,12.0,1015,66,0,1.9,5.7,13,180,2014-03-14
1524,25.9,35.6,17.1,1008,45,0,2.3,2.8,11,109,2018-03-13
2468,23.2,32.4,13.8,1012,54,0,1.8,2.4,7,165,2020-10-28
2781,30.2,33.8,27.2,1002,82,0,1.9,9.1,18,27,2021-09-09
3131,29.9,34.3,25.2,1003,76,0,1.9,3.5,7,75,2022-08-25
481,31.1,37.1,24.0,1004,56,0,2.3,12.4,25,81,2015-04-28
2411,30.9,35.0,24.8,1004,67,0,3.9,9.8,13,14,2020-09-01
1530,24.6,34.4,15.0,1012,44,0,2.3,4.4,14,81,2018-03-19
2772,26.4,34.6,24.0,1007,94,84,1.8,6.5,11,17,2021-08-31
1872,19.7,24.0,11.2,1009,71,0,1.9,7.4,14,105,2019-03-04
1514,24.1,32.3,16.6,1006,53,0,2.1,2.0,9,98,2018-03-03
3215,17.8,27.5,11.3,1014,67,0,1.6,4.3,14,249,2022-11-17
1762,18.6,27.8,10.5,1014,58,0,1.4,1.1,3,420,2018-11-08
1490,15.0,23.6,8.5,1014,55,0,1.4,7.4,22,131,2018-02-07
1171,28.6,35.0,18.2,1009,45,0,2.9,11.9,24,120,2017-03-22
2662,28.1,36.8,21.3,1003,59,0,3.1,9.3,16,36,2021-05-13
2696,30.5,38.7,26.2,996,68,0,2.9,9.6,13,36,2021-06-16
2759,33.3,38.0,27.4,1000,62,0,2.3,3.7,9,52,2021-08-18
2962,22.8,30.8,14.2,1012,50,0,1.9,5.6,11,183,2022-03-09
2409,29.1,35.0,26.7,1000,79,0,2.9,13.1,18,11,2020-08-30
2470,21.9,32.2,13.1,1013,60,0,1.6,1.7,7,203,2020-10-30
405,16.1,24.3,8.3,1017,70,0,1.4,1.9,7,116,2015-02-11
757,20.1,27.0,13.0,1014,79,0,0.8,1.1,5,285,2016-01-30
3132,31.3,35.1,25.8,1002,71,0,2.4,6.5,11,79,2022-08-26
2376,34.4,37.6,28.7,998,70,0,4.0,8.7,13,22,2020-07-28
3247,13.3,23.7,7.2,1014,79,0,0.6,2.4,5,162,2022-12-19
97,25.8,32.2,19.5,1010,49,0,2.6,12.6,18,182,2014-04-08
1333,28.2,32.6,26.0,1002,78,-1,2.7,9.8,22,20,2017-09-02
2594,24.2,31.6,15.0,1009,58,0,2.7,8.3,16,106,2021-03-06
743,13.6,17.0,10.4,1014,82,0,1.1,11.3,24,138,2016-01-16
806,26.8,33.0,19.0,1008,61,0,2.3,3.5,11,103,2016-03-19
3007,30.2,39.5,20.6,1006,37,0,1.8,4.1,13,178,2022-04-23
2896,12.4,20.2,5.0,1020,78,0,0.5,2.0,7,88,2022-01-02
2291,28.4,35.0,20.2,1007,70,0,2.4,4.4,11,26,2020-05-04
148,35.3,43.7,26.3,999,43,0,2.7,4.4,11,164,2014-05-29
28,15.1,24.0,10.0,1018,85,0,0.5,4.6,11,185,2014-01-29
2473,19.1,30.6,10.8,1014,61,0,2.1,4.8,13,140,2020-11-02
2149,14.7,18.7,9.7,1020,88,0,1.4,3.0,5,78,2019-12-14
692,19.3,28.0,13.0,1014,61,0,1.9,5.7,18,149,2015-11-25
1386,23.8,33.0,17.0,1013,63,0,1.6,2.6,7,203,2017-10-25
1845,17.9,25.0,9.0,1015,74,0,1.6,3.1,9,256,2019-02-05
2234,18.0,24.4,11.1,1015,79,99,1.9,5.0,11,72,2020-03-08
1599,36.1,45.0,26.3,998,24,0,2.7,8.7,25,97,2018-05-27
701,17.7,26.7,12.4,1014,71,0,1.3,4.6,14,186,2015-12-04
1708,30.3,33.6,26.5,1003,67,0,2.6,13.0,18,27,2018-09-13
454,26.4,32.5,20.3,1007,64,0,1.9,2.4,9,112,2015-04-01
2040,32.9,36.4,27.4,1001,67,0,3.1,5.4,13,40,2019-08-27
2279,28.2,35.4,18.8,1006,53,0,3.1,5.4,13,58,2020-04-22
609,31.4,36.5,27.6,1005,56,0,1.9,11.7,25,99,2015-09-03
167,36.8,43.3,31.2,994,48,0,2.6,15.9,25,183,2014-06-17
730,14.9,22.8,8.0,1018,73,0,1.1,5.9,13,270,2016-01-03
2348,33.2,40.7,24.6,999,73,0,3.1,8.0,13,39,2020-06-30
2507,18.3,28.0,11.4,1015,81,0,1.0,2.4,9,227,2020-12-06
1622,34.2,39.4,26.5,998,49,0,2.6,5.9,16,52,2018-06-19
587,30.5,35.5,26.5,1003,79,0,1.6,0.0,-1,52,2015-08-12
1401,20.1,30.4,13.8,1013,71,0,0.5,0.9,7,495,2017-11-09
1700,28.1,30.4,23.8,1002,86,9,2.1,5.4,14,39,2018-09-05
2573,21.7,29.4,10.2,1012,58,0,2.3,4.1,13,149,2021-02-10
1379,27.4,34.5,18.7,1009,53,0,2.4,4.3,14,152,2017-10-18
2351,36.2,42.0,30.4,995,63,0,2.7,10.7,25,61,2020-07-03
2097,25.3,32.0,16.5,1009,56,0,2.3,5.7,11,122,2019-10-23
2650,34.6,41.0,28.2,1005,33,0,2.3,7.0,11,76,2021-05-01
441,21.1,28.3,14.0,1014,69,0,2.4,5.4,13,69,2015-03-19
2051,29.9,37.2,27.2,1000,83,46,1.9,5.9,11,34,2019-09-07
1301,28.8,32.0,26.8,1001,84,-1,2.3,9.6,18,17,2017-08-01
2757,32.9,37.0,27.3,1003,60,0,3.5,5.7,18,33,2021-08-16
1304,30.8,35.0,27.0,996,71,0,2.7,9.4,18,42,2017-08-04
236,33.7,39.1,27.5,1002,53,0,2.7,7.8,16,170,2014-08-25
520,33.3,38.8,25.8,1001,45,0,2.3,7.8,18,44,2015-06-06
735,16.5,24.7,12.0,1017,82,0,0.6,8.0,13,339,2016-01-08
2880,13.3,20.2,9.6,1020,66,0,0.8,6.1,11,162,2021-12-17
592,30.7,35.2,26.5,1001,77,6,1.9,0.7,5,61,2015-08-17
1303,31.2,35.0,27.3,997,69,0,2.9,18.7,27,27,2017-08-03
1387,23.8,33.1,16.1,1014,67,0,1.9,0.7,5,178,2017-10-26
2121,22.2,29.2,15.4,1015,67,0,1.4,8.1,13,174,2019-11-16
2422,32.9,37.8,25.3,1004,64,0,3.2,2.0,3,52,2020-09-12
3028,37.7,44.2,26.5,995,31,0,2.6,5.7,18,206,2022-05-14
904,34.9,39.6,29.6,999,61,0,2.4,7.8,14,48,2016-06-26
2762,27.8,32.8,23.8,1004,95,138,1.9,6.3,9,20,2021-08-21
1279,34.6,38.5,30.0,999,53,-1,3.5,12.2,25,41,2017-07-10
2607,26.1,35.3,19.2,1009,52,0,2.6,3.9,13,100,2021-03-19
3122,29.0,34.9,27.0,1000,81,0,1.9,13.1,18,66,2022-08-16
2592,24.8,34.0,12.2,1011,55,0,2.9,3.7,11,96,2021-03-04
2676,32.1,40.6,22.2,998,45,0,3.2,7.2,11,48,2021-05-27
2586,25.3,33.2,15.2,1006,63,0,3.2,10.9,22,108,2021-02-26
706,19.2,26.9,11.6,1015,78,0,1.0,4.8,14,250,2015-12-09
2867,17.9,25.4,11.0,1015,75,0,1.1,1.9,9,163,2021-12-04
745,13.3,19.2,6.0,1014,81,0,0.6,1.5,7,269,2016-01-18
1939,30.8,40.2,20.8,1003,60,3,3.1,5.6,14,58,2019-05-14
2461,26.6,35.0,14.3,1008,48,0,2.9,2.6,9,86,2020-10-21
513,35.3,42.6,27.6,1001,36,0,1.9,9.6,25,92,2015-05-30
81,23.2,27.6,17.6,1010,65,0,1.0,10.4,18,239,2014-03-23
1308,31.7,36.0,26.5,1001,77,29,2.7,4.8,13,36,2017-08-08
2708,34.1,39.4,27.6,1001,57,0,3.1,3.5,9,65,2021-06-28
914,33.1,36.5,28.5,996,67,0,2.3,8.9,14,77,2016-07-06
2996,30.7,42.6,22.5,1002,37,0,2.9,5.4,14,339,2022-04-12
774,18.2,24.0,9.2,1020,56,0,2.4,5.4,14,123,2016-02-16
329,17.4,26.7,9.0,1011,55,0,1.4,6.3,14,132,2014-11-26
2054,32.4,36.6,27.6,999,70,0,1.9,1.5,5,64,2019-09-10
2001,31.9,36.0,25.0,1000,69,4,2.7,5.4,9,63,2019-07-19
943,33.4,37.0,28.5,998,65,0,3.2,7.8,14,49,2016-08-04
822,32.8,39.4,22.9,1006,35,0,2.7,8.0,16,132,2016-04-04
909,32.2,39.8,25.4,995,73,-1,2.3,8.3,14,58,2016-07-01
181,31.2,35.2,27.0,1000,71,0,1.9,6.3,11,164,2014-07-01
164,30.5,37.1,25.5,997,73,3,2.6,6.5,22,135,2014-06-14
1523,24.8,34.4,16.4,1010,49,0,2.6,5.4,14,105,2018-03-12
451,25.0,36.1,20.0,1008,60,0,1.9,13.3,22,104,2015-03-29
1311,32.5,35.2,28.4,998,66,0,3.2,16.1,22,21,2017-08-11
1111,14.7,20.8,7.0,1021,72,0,1.0,6.1,14,349,2017-01-21
1287,32.8,37.0,27.4,999,71,0,2.7,3.3,11,37,2017-07-18
327,16.8,27.8,8.5,1015,58,0,1.4,4.3,9,140,2014-11-24
1790,17.2,22.3,12.6,1017,83,0,1.4,3.5,7,209,2018-12-12
2882,10.9,18.6,4.6,1020,68,0,1.4,6.7,14,152,2021-12-19
2007,28.7,37.8,25.0,998,81,21,2.4,7.2,16,22,2019-07-25
1858,18.4,26.0,11.2,1008,70,0,2.1,8.1,24,109,2019-02-18
312,24.2,31.6,17.2,1015,62,0,1.1,4.3,11,88,2014-11-09
832,33.1,39.0,24.0,1003,26,0,2.6,10.4,24,94,2016-04-14
1201,33.9,40.0,26.8,1001,31,0,3.2,11.1,22,103,2017-04-23
2515,10.6,20.6,8.0,1018,87,0,1.3,2.6,7,86,2020-12-14
2840,20.3,29.0,14.2,1012,68,0,0.8,2.8,9,250,2021-11-07
2134,18.1,24.6,12.5,1017,83,0,2.3,4.8,7,53,2019-11-29
2899,13.3,23.2,10.9,1016,95,0,0.5,3.5,9,68,2022-01-05
1481,14.3,23.4,7.0,1016,73,0,1.3,6.5,14,162,2018-01-29
777,23.1,30.0,15.6,1014,71,-1,1.4,4.1,9,207,2016-02-19
799,24.5,33.5,17.6,1009,67,-1,2.3,9.4,18,60,2016-03-12
54,16.3,22.8,10.0,1018,71,0,1.8,5.2,14,235,2014-02-24
1920,31.1,37.2,20.6,1004,41,0,3.5,9.3,20,95,2019-04-21
2862,16.7,26.8,10.3,1017,73,0,0.8,11.1,74,225,2021-11-29
2344,32.9,37.0,27.2,998,71,0,3.7,9.4,18,50,2020-06-26
1701,30.2,35.6,25.2,1001,74,2,2.1,7.0,14,49,2018-09-06
3047,35.7,42.0,26.6,997,37,0,2.9,4.3,11,177,2022-06-02
987,31.6,36.1,26.0,1003,64,0,2.4,2.6,7,81,2016-09-17
2342,31.1,37.0,28.0,1001,82,14,2.6,10.2,14,30,2020-06-24
1394,23.3,32.0,19.4,1012,79,0,1.3,2.6,9,160,2017-11-02
768,18.1,26.0,8.6,1011,64,0,1.4,2.0,7,216,2016-02-10
3214,19.4,29.5,13.2,1014,59,0,1.4,2.0,5,224,2022-11-16
285,27.6,34.5,18.6,1009,66,0,1.8,8.7,14,115,2014-10-13
2864,17.2,25.6,11.5,1017,81,0,0.6,0.7,5,225,2021-12-01
428,20.2,27.3,14.0,1016,65,0,2.7,5.0,18,101,2015-03-06
2079,27.3,33.0,21.0,1010,62,0,3.4,7.6,14,39,2019-10-05
722,13.3,19.3,5.5,1021,62,0,1.9,7.8,14,132,2015-12-25
951,28.9,33.0,26.2,1001,86,-1,1.6,3.7,14,42,2016-08-12
989,31.7,37.1,26.0,1003,63,0,2.9,1.7,5,75,2016-09-19
3032,35.0,41.1,29.6,1000,36,0,1.9,8.7,14,181,2022-05-18
2746,31.8,35.2,26.5,999,73,0,2.4,3.7,9,36,2021-08-05
326,17.0,27.8,8.8,1014,59,0,1.1,1.5,11,113,2014-11-23
1383,27.7,36.0,18.0,1005,55,0,2.3,2.2,11,146,2017-10-22
1724,28.2,34.8,22.2,1008,66,0,2.7,2.6,9,65,2018-10-01
1086,16.3,23.0,9.8,1016,78,0,1.1,7.4,16,154,2016-12-26
341,17.1,26.3,10.2,1015,54,0,1.6,2.8,11,134,2014-12-08
147,33.6,40.6,25.6,1001,47,0,2.6,3.9,13,152,2014-05-28
2541,15.4,19.6,10.8,1015,87,0,0.5,7.4,11,165,2021-01-09
1107,11.2,19.1,6.0,1019,87,0,1.1,8.0,20,177,2017-01-17
848,34.7,41.5,22.0,1001,24,0,2.3,8.5,16,124,2016-05-01
966,31.4,36.0,25.5,-1,73,0,3.1,6.5,13,56,2016-08-27
3062,28.4,40.2,22.8,999,76,7,2.3,11.3,18,129,2022-06-17
661,26.4,34.4,18.3,1012,53,0,2.1,5.4,14,147,2015-10-25
1002,32.4,36.4,27.5,1007,65,0,3.1,3.5,11,81,2016-10-02
2543,11.9,17.0,7.0,1016,84,0,1.0,7.4,14,134,2021-01-11
2732,30.6,34.7,25.6,995,78,0,2.3,5.2,9,25,2021-07-22
2881,11.4,20.4,6.0,1020,69,0,0.8,10.0,14,157,2021-12-18
1879,22.8,28.0,12.4,1014,59,0,3.4,12.0,24,82,2019-03-11
3058,38.1,43.9,31.6,998,32,0,3.1,12.8,18,47,2022-06-13
1203,32.5,38.0,23.8,1003,33,-1,3.2,10.9,25,96,2017-04-25
1990,33.7,37.0,28.6,994,65,0,2.7,6.7,14,49,2019-07-08
24,11.7,18.2,9.4,1019,96,0,0.5,8.3,11,313,2014-01-25
3051,36.9,44.2,26.3,997,26,0,3.1,7.0,18,163,2022-06-06
2249,24.5,32.2,16.4,1011,68,0,2.6,3.5,9,54,2020-03-23
2259,24.8,32.7,18.4,1011,53,0,3.7,8.3,16,28,2020-04-02
2500,16.1,26.4,7.0,1018,67,0,2.6,2.6,7,115,2020-11-29
875,36.4,41.2,25.7,998,39,0,2.1,15.0,24,109,2016-05-28
2923,13.0,21.8,5.4,1016,67,0,1.4,5.0,16,143,2022-01-29
938,27.3,30.0,26.0,1000,94,-1,1.8,1.9,9,42,2016-07-30
2721,33.2,39.8,28.8,1000,67,0,3.1,10.9,14,41,2021-07-11
3228,16.6,27.1,8.3,1016,74,0,1.0,2.8,11,186,2022-11-30
385,12.6,13.2,12.0,1020,96,3,0.6,3.1,7,143,2015-01-22
2494,15.6,25.4,6.3,1017,67,0,1.3,0.4,3,151,2020-11-23
2722,31.9,39.0,27.0,1002,68,0,1.9,12.0,14,39,2021-07-12
2389,31.6,35.0,27.4,998,80,1,2.9,6.5,11,26,2020-08-10
2271,31.1,39.2,23.2,1007,55,0,2.7,2.2,7,58,2020-04-14
936,29.5,33.0,26.0,1001,82,-1,1.9,5.2,14,46,2016-07-28
2800,30.8,34.6,26.3,1005,73,0,3.1,4.3,11,44,2021-09-28
3175,22.4,27.1,20.8,1009,100,24,1.0,9.4,14,143,2022-10-08
1332,28.7,33.0,25.5,1002,81,-1,2.3,9.4,22,25,2017-09-01
1934,36.1,42.0,26.4,1000,38,0,2.6,13.7,25,137,2019-05-09
935,28.3,35.8,26.8,1003,89,-1,1.6,4.3,11,40,2016-07-27
566,32.3,36.7,27.5,1001,70,0,1.9,8.0,11,38,2015-07-22
1854,17.7,25.3,13.9,1015,88,1,1.4,11.3,33,153,2019-02-14
2634,31.8,40.4,21.5,1005,34,0,3.5,9.6,20,77,2021-04-15
1645,32.4,36.7,28.6,995,72,0,2.7,7.8,14,46,2018-07-12
2304,32.1,40.7,23.6,1001,39,0,2.3,4.4,13,98,2020-05-17
1792,15.7,21.4,8.0,1022,74,0,1.9,5.9,14,113,2018-12-14
1430,16.6,25.2,9.4,1015,52,0,1.9,6.7,22,115,2017-12-08
2522,13.9,23.2,5.5,1017,69,0,1.0,4.1,13,186,2020-12-21
1013,28.6,35.0,19.8,1008,49,0,3.7,11.5,22,86,2016-10-13
1928,32.6,41.0,24.0,-1,46,0,3.2,7.6,55,52,2019-05-03
2446,28.7,36.2,18.2,1007,55,0,3.1,7.0,14,69,2020-10-06
126,31.8,38.6,24.2,1004,54,0,1.9,1.9,7,164,2014-05-07
2276,27.3,37.3,19.0,1007,58,7,3.1,3.9,11,35,2020-04-19
1347,29.5,36.4,26.5,1005,71,0,2.4,1.7,7,51,2017-09-16
355,9.4,15.8,4.2,1017,89,0,0.3,1.3,3,123,2014-12-22
827,30.9,37.0,19.0,1008,33,0,2.6,6.9,14,166,2016-04-09
1639,32.9,37.3,27.8,997,61,0,2.6,4.8,11,57,2018-07-06
984,30.4,35.6,25.7,1006,72,-1,2.9,4.3,14,47,2016-09-14
2188,12.7,20.2,7.1,1021,88,0,0.6,8.1,14,198,2020-01-22
362,11.1,21.2,4.8,1017,74,0,0.6,1.5,11,138,2014-12-29
345,16.7,30.4,5.1,1016,56,0,1.3,0.6,3,71,2014-12-12
2238,21.7,27.4,14.7,1011,75,1,1.9,6.1,11,56,2020-03-12
2760,32.3,38.0,27.5,999,69,0,2.1,4.4,7,67,2021-08-19
711,14.6,21.3,6.0,1017,59,0,2.6,8.1,14,118,2015-12-14
2241,18.8,25.0,12.0,1016,78,37,1.6,4.8,11,60,2020-03-15
10,12.0,20.2,7.1,1019,85,0,0.8,6.7,14,342,2014-01-11
2623,28.3,37.0,14.0,1008,27,0,3.4,7.8,18,64,2021-04-04
2116,19.7,29.1,13.5,1013,64,0,0.8,2.4,7,252,2019-11-11
1834,13.4,22.0,9.2,1020,87,6,1.8,4.1,7,81,2019-01-25
793,22.8,30.1,15.5,1012,68,0,2.9,5.2,14,47,2016-03-06
3001,31.8,40.9,21.7,1002,39,0,2.4,4.3,9,158,2022-04-17
94,27.4,35.1,19.6,1008,50,0,2.6,9.3,18,160,2014-04-05
129,30.1,37.6,23.0,1000,45,0,1.9,7.8,20,158,2014-05-10
3206,23.2,33.0,17.2,1014,74,0,1.0,1.7,7,168,2022-11-08
3154,28.8,33.2,22.3,1001,80,10,1.6,4.6,11,198,2022-09-17
1900,27.7,34.3,17.6,1008,41,0,3.9,12.4,22,59,2019-04-01
2600,25.0,35.2,17.9,1013,61,3,2.7,9.6,16,67,2021-03-12
1932,33.5,41.2,21.8,1001,40,0,2.6,10.7,25,128,2019-05-07
2335,35.9,42.2,29.5,994,59,0,3.2,9.8,14,34,2020-06-17
1865,16.2,23.8,9.2,1010,74,-1,1.9,3.7,11,92,2019-02-25
1658,29.5,36.7,28.0,997,84,1,1.9,3.9,9,34,2018-07-25
516,31.6,39.9,22.2,1003,46,3,1.9,8.5,20,52,2015-06-02
1857,16.8,22.0,10.5,1013,76,0,1.4,9.4,22,99,2019-02-17
2243,20.5,27.4,13.6,1016,74,0,2.6,5.7,14,69,2020-03-17
1277,31.9,36.5,28.2,999,72,0,2.4,6.3,13,45,2017-07-08
950,28.1,35.3,26.4,1001,90,-1,1.6,8.0,14,30,2016-08-11
1120,16.3,22.2,9.5,1015,76,0,1.6,4.6,14,166,2017-01-30
2204,12.7,20.4,6.1,1019,79,0,1.1,3.9,7,150,2020-02-07
419,23.2,28.6,18.4,1008,65,0,1.4,6.5,13,148,2015-02-25
922,30.4,35.4,26.7,997,82,-1,2.1,5.2,14,73,2016-07-14
2392,26.8,29.0,25.0,996,97,68,1.9,5.9,13,12,2020-08-13
477,31.1,39.5,22.7,1004,47,0,2.6,2.6,9,143,2015-04-24
2035,30.4,36.1,24.5,1002,73,0,2.7,6.5,18,44,2019-08-22
2851,18.6,27.4,10.5,1013,74,0,0.8,0.4,3,175,2021-11-18
1692,28.4,32.7,26.0,1001,92,50,1.9,3.1,11,29,2018-08-28
2405,31.3,34.0,26.5,1004,71,0,3.4,8.1,14,14,2020-08-26
1471,15.8,24.2,9.5,1016,79,0,1.0,4.6,11,253,2018-01-19
1202,32.6,39.6,25.6,1004,35,0,3.4,12.6,28,99,2017-04-24
1669,29.7,36.0,26.8,998,79,0,1.9,11.3,20,63,2018-08-05
3013,34.4,43.5,25.8,1001,27,0,3.1,6.7,14,196,2022-04-29
