Unnamed: 0,T,TM,Tm,SLP,H,PP,VV,V,VM,PM2.5,Date
1970,28.6,35.0,20.6,999,59,10,3.4,12.4,22,30,2019-06-18
2151,11.4,19.8,10.2,1021,95,0,1.3,7.8,11,88,2019-12-16
820,32.3,39.0,21.5,1007,39,0,3.4,5.4,13,118,2016-04-02
1997,29.1,37.7,24.0,997,79,28,2.4,7.6,27,42,2019-07-15
3111,28.2,34.6,26.5,1000,92,0,1.6,3.0,7,64,2022-08-05
1248,32.9,37.0,26.4,1000,53,0,2.7,4.8,13,66,2017-06-09
2766,33.1,35.8,27.4,997,60,0,3.2,14.1,27,31,2021-08-25
2887,13.9,23.1,6.9,1014,78,0,0.5,1.9,5,280,2021-12-24
2190,13.2,20.6,7.4,1016,67,0,2.6,10.4,22,79,2020-01-24
2836,22.0,29.6,15.9,1014,74,0,1.4,2.8,7,148,2021-11-03
1046,20.7,28.8,10.6,1017,56,0,1.8,6.1,16,291,2016-11-16
1888,26.9,34.0,15.5,1009,51,0,2.9,5.0,14,89,2019-03-20
615,31.0,36.7,26.4,1005,54,0,2.6,10.2,31,58,2015-09-09
1318,33.7,37.2,29.0,1000,57,0,3.5,11.5,16,46,2017-08-18
3130,29.6,35.5,25.7,1004,82,6,1.9,8.5,11,76,2022-08-24
2136,15.7,23.2,9.4,1017,78,0,1.6,4.1,11,123,2019-12-01
2670,26.0,32.4,19.4,1004,82,3,2.9,5.7,9,27,2021-05-21
1772,20.9,28.0,13.4,1017,49,0,3.2,10.9,24,107,2018-11-24
3205,24.7,32.0,17.0,1013,70,0,1.4,1.7,7,115,2022-11-07
131,28.2,35.3,24.2,1005,60,0,8.9,10.9,27,169,2014-05-12
77,21.7,28.4,16.2,1013,61,0,2.3,10.2,22,202,2014-03-19
2052,31.9,35.5,26.4,1001,74,46,2.1,3.9,9,32,2019-09-08
724,16.3,22.5,7.6,1020,64,0,1.4,8.1,14,187,2015-12-27
1314,31.6,36.0,27.4,1003,63,0,3.7,7.2,14,26,2017-08-14
1851,15.6,22.0,7.0,1020,71,0,1.9,6.3,13,173,2019-02-11
2496,17.5,25.3,10.4,1016,78,0,0.5,3.3,5,277,2020-11-25
2699,30.5,36.6,25.3,998,68,0,2.3,9.4,14,23,2021-06-19
1372,29.6,35.0,22.2,1006,58,0,2.7,1.7,7,104,2017-10-11
1855,17.6,23.0,11.8,1016,83,9,1.8,8.1,18,123,2019-02-15
1319,27.9,37.8,26.0,1003,92,-1,1.6,6.1,14,35,2017-08-19
3117,29.3,37.5,27.4,998,78,0,1.9,9.4,14,55,2022-08-11
2833,21.7,30.2,16.2,1013,66,0,1.9,4.6,14,129,2021-10-31
375,10.6,16.2,5.7,1019,83,0,0.5,0.9,7,212,2015-01-12
1908,30.2,37.0,20.4,1005,48,0,3.2,4.6,11,87,2019-04-09
333,19.8,30.0,13.5,1014,56,0,1.6,2.6,14,132,2014-11-30
3000,30.8,40.0,22.0,1001,40,0,2.7,3.1,9,339,2022-04-16
2683,32.0,37.2,24.4,1003,58,0,2.7,4.4,9,62,2021-06-03
1604,34.6,42.1,28.4,1000,50,0,2.6,12.8,33,79,2018-06-01
1118,14.9,20.1,10.6,1018,82,0,1.0,10.2,16,109,2017-01-28
3069,33.3,39.3,23.2,999,50,0,2.1,5.4,9,70,2022-06-24
1943,33.4,41.0,26.4,1002,44,0,3.1,7.6,18,64,2019-05-22
2460,25.7,34.0,13.7,1008,49,0,2.9,3.0,9,94,2020-10-20
2742,28.6,35.0,24.8,997,87,27,1.9,2.8,7,26,2021-08-01
1342,31.9,36.9,27.0,1006,62,0,3.1,5.2,14,63,2017-09-11
320,17.6,27.6,9.1,1016,56,0,1.4,2.8,14,136,2014-11-17
1619,35.1,40.6,32.2,997,52,0,1.9,13.5,33,127,2018-06-16
2655,28.9,40.5,23.0,1006,58,1,2.3,8.5,14,61,2021-05-06
2060,32.3,36.0,27.1,1002,69,0,2.6,4.4,9,56,2019-09-16
2219,18.6,24.4,13.0,1020,83,0,1.9,3.3,11,63,2020-02-22
1673,32.0,35.4,27.6,1001,73,0,2.3,4.6,14,36,2018-08-09
1942,35.3,41.0,25.2,1004,34,0,3.1,7.8,14,77,2019-05-21
260,30.5,35.7,25.2,1003,67,0,1.9,6.7,18,135,2014-09-18
3192,23.2,31.3,14.0,1008,63,0,1.4,5.7,14,230,2022-10-25
2039,31.9,35.0,25.7,-1,71,3,2.9,9.1,18,25,2019-08-26
689,18.7,29.2,11.8,1015,68,0,1.3,0.4,3,247,2015-11-22
901,33.8,37.5,27.6,999,56,-1,2.4,5.9,16,91,2016-06-23
2306,32.3,40.7,22.1,1000,33,0,2.6,3.1,11,106,2020-05-19
2026,30.4,35.0,26.6,1000,81,2,2.9,8.5,18,21,2019-08-13
138,32.3,39.1,24.0,1006,36,0,2.3,11.7,24,154,2014-05-19
1917,25.8,31.0,17.1,1010,56,0,3.7,7.8,16,38,2019-04-18
1828,14.8,25.4,5.7,1017,79,0,1.3,2.0,9,262,2019-01-19
1573,31.7,40.0,26.5,1003,52,0,2.7,10.0,14,54,2018-05-01
319,18.3,27.6,9.4,1015,51,0,1.8,2.6,11,110,2014-11-16
653,28.2,35.3,22.6,1012,69,0,1.9,3.7,11,90,2015-10-17
2137,15.4,23.4,8.0,1017,72,0,1.8,5.6,14,141,2019-12-02
2622,25.8,35.0,11.7,1008,27,0,3.7,4.8,18,44,2021-04-03
558,31.1,35.6,26.4,998,73,0,1.9,10.9,18,44,2015-07-14
2187,13.6,20.0,9.2,1019,87,0,0.6,3.5,9,222,2020-01-21
112,29.0,36.0,21.6,1008,44,0,2.3,6.1,16,97,2014-04-23
531,33.8,39.7,26.2,998,56,0,1.9,3.1,11,123,2015-06-17
224,32.0,36.6,27.0,998,63,0,2.3,20.7,27,177,2014-08-13
723,14.4,21.5,5.5,1021,60,0,1.8,8.9,18,158,2015-12-26
2636,27.4,40.0,18.2,1009,53,2,2.7,9.4,22,46,2021-04-17
3133,30.9,35.1,26.4,1001,70,0,1.8,11.5,16,70,2022-08-27
1433,16.6,27.2,8.2,1013,77,-1,1.6,3.1,9,218,2017-12-11
2531,9.1,18.1,3.5,1019,88,0,0.8,5.6,11,170,2020-12-30
2602,24.6,31.2,14.0,1012,59,0,2.7,6.7,18,98,2021-03-14
1458,11.4,20.8,4.2,1014,76,0,0.6,3.9,9,252,2018-01-06
2930,13.5,20.0,6.9,1015,73,0,1.0,3.0,9,108,2022-02-05
846,34.1,40.2,21.7,1004,24,0,2.1,9.1,18,181,2016-04-29
193,33.3,42.3,29.2,997,69,0,1.9,5.2,9,167,2014-07-13
1464,14.6,22.7,8.0,1015,70,-1,1.6,5.2,16,168,2018-01-12
946,33.3,36.0,26.4,999,67,0,3.2,7.8,18,42,2016-08-07
2021,33.5,38.0,27.5,-1,69,0,3.7,8.7,18,27,2019-08-08
1629,32.4,42.7,30.7,995,59,0,1.9,5.4,11,29,2018-06-26
117,31.4,39.5,21.0,1005,34,0,1.9,10.2,27,153,2014-04-28
645,28.6,36.0,21.8,1004,65,0,1.9,6.1,24,130,2015-10-09
1870,15.2,24.1,12.8,1016,91,0,1.1,5.4,14,109,2019-03-02
3,12.8,19.8,7.2,1016,90,0,0.5,1.1,5,275,2014-01-04
74,23.1,31.6,15.5,1015,61,0,1.9,6.3,16,190,2014-03-16
1755,24.1,31.1,16.0,1014,65,0,1.6,5.0,14,236,2018-11-01
467,26.4,32.5,20.0,1012,68,2,2.6,3.0,11,77,2015-04-14
5,11.4,17.6,6.6,1017,88,0,0.6,6.3,-1,282,2014-01-06
1246,31.7,43.0,26.0,1003,51,-1,3.2,14.3,37,40,2017-06-07
919,31.6,36.7,28.7,997,74,0,2.3,8.1,13,60,2016-07-11
228,31.3,36.3,25.8,1003,60,0,2.3,7.2,14,202,2014-08-17
1063,19.3,27.0,11.7,1019,57,0,1.8,5.2,11,196,2016-12-03
242,27.5,34.8,25.0,1001,89,2,1.9,4.3,16,111,2014-08-31
2478,19.4,30.9,11.8,1017,70,0,0.5,2.2,14,300,2020-11-07
1160,18.2,25.8,11.4,1011,64,0,3.1,5.7,11,37,2017-03-11
3082,34.4,39.1,30.0,1000,65,0,2.3,8.7,11,39,2022-07-07
1526,25.0,34.1,17.2,1007,51,0,2.6,11.3,27,108,2018-03-15
1605,32.3,42.0,26.6,1001,53,0,2.7,12.0,18,52,2018-06-02
3024,34.0,40.0,28.0,1001,52,0,2.7,8.1,11,121,2022-05-10
3235,16.3,24.1,9.6,1014,69,0,0.8,8.0,14,235,2022-12-07
2529,11.8,22.6,5.6,1017,60,0,1.4,4.3,14,93,2020-12-28
2763,30.1,33.6,24.5,1003,82,8,1.9,5.6,11,32,2021-08-22
1989,32.1,37.0,27.6,-1,71,0,2.9,7.8,33,38,2019-07-07
2554,12.1,22.8,4.2,1014,86,0,0.5,5.9,11,277,2021-01-22
2362,33.9,38.2,27.6,998,69,0,2.3,7.2,14,36,2020-07-14
1975,35.3,40.3,28.6,1001,53,0,3.4,8.1,18,42,2019-06-23
1761,20.3,28.0,12.5,1015,44,0,3.1,8.3,18,175,2018-11-07
1305,31.6,35.0,27.7,999,66,0,2.7,7.2,14,53,2017-08-05
1541,27.9,36.1,20.0,1004,41,0,2.7,9.8,22,96,2018-03-30
622,32.4,38.0,28.3,1003,62,0,1.9,1.3,5,91,2015-09-16
2514,14.4,21.8,10.0,1015,83,0,1.3,5.0,11,123,2020-12-13
1493,14.2,24.4,6.1,1016,71,0,1.6,0.0,-1,209,2018-02-10
110,28.1,35.8,18.6,1010,40,0,1.9,8.7,16,195,2014-04-21
2275,28.2,37.8,21.2,1007,56,0,3.2,6.7,9,29,2020-04-18
2463,25.2,34.0,14.4,1007,59,0,1.6,1.7,7,196,2020-10-23
1169,24.2,30.0,15.4,1012,53,0,2.7,11.3,24,121,2017-03-20
2671,27.8,35.0,18.0,1003,65,19,3.5,3.9,9,24,2021-05-22
232,32.6,38.4,28.0,1001,51,0,1.9,10.9,27,159,2014-08-21
66,19.8,27.1,12.8,1017,66,0,2.6,9.8,24,214,2014-03-08
2937,16.4,23.2,8.0,1014,54,0,2.3,9.1,22,153,2022-02-12
2072,28.6,32.6,24.1,-1,75,-1,3.2,9.4,18,22,2019-09-28
2192,14.7,22.6,6.9,1015,73,0,1.3,5.2,13,201,2020-01-26
536,32.1,38.2,28.6,995,65,0,2.7,4.4,14,85,2015-06-22
125,30.2,35.8,23.1,1006,57,0,1.9,7.0,14,217,2014-05-06
2133,18.3,27.4,16.2,1016,84,0,1.9,9.3,18,31,2019-11-28
1254,34.7,41.6,28.6,998,39,0,3.1,11.3,22,80,2017-06-15
2697,31.4,35.0,26.2,998,63,0,3.1,6.7,11,36,2021-06-17
1976,32.1,40.5,27.4,1002,65,0,3.1,10.4,20,26,2019-06-24
2672,28.0,35.1,22.4,1005,61,0,1.4,8.1,14,136,2021-05-23
2528,15.0,21.9,6.0,1013,68,0,1.0,5.4,11,264,2020-12-27
2075,28.7,33.0,23.8,1008,74,0,2.9,6.7,11,33,2019-10-01
484,31.2,39.4,24.2,1005,52,-1,2.7,5.4,14,76,2015-05-01
1654,29.2,33.4,27.0,997,89,7,1.9,2.8,7,50,2018-07-21
2903,13.6,16.4,12.0,1015,97,7,1.0,7.6,14,103,2022-01-09
2464,24.7,34.0,14.3,1009,54,0,1.3,3.1,13,164,2020-10-24
2610,26.7,35.2,20.0,1011,53,0,2.6,5.7,13,70,2021-03-22
1774,19.8,27.2,10.5,1016,64,0,2.1,0.7,5,200,2018-11-26
918,32.6,36.8,28.8,995,69,-1,2.4,4.6,14,59,2016-07-10
1646,29.3,37.8,26.2,996,85,54,1.9,3.7,9,28,2018-07-13
1026,26.4,33.0,18.4,1012,60,0,2.6,4.6,14,209,2016-10-26
1030,24.2,32.5,15.0,1015,72,0,1.6,1.9,7,355,2016-10-30
882,38.2,43.0,30.0,1001,45,0,2.6,3.1,11,137,2016-06-04
1335,31.5,35.0,27.0,1004,70,0,3.2,11.9,18,47,2017-09-04
2415,31.2,37.0,23.8,-1,73,0,2.9,5.7,18,19,2020-09-05
364,14.9,21.6,8.8,1017,76,0,0.8,0.9,7,313,2015-01-01
2125,19.1,28.2,11.4,1015,70,0,1.9,0.4,3,175,2019-11-20
27,16.6,24.0,9.5,1016,71,0,1.1,7.4,14,179,2014-01-28
473,32.8,40.6,26.0,1005,45,0,1.9,7.2,11,121,2015-04-20
525,35.8,41.7,29.6,1000,43,0,2.6,18.3,29,115,2015-06-11
725,18.3,24.5,12.0,1020,58,0,2.1,14.1,22,148,2015-12-28
55,17.9,25.2,10.3,1017,70,0,1.1,0.9,7,229,2014-02-25
638,28.3,35.5,20.6,1011,57,0,3.2,5.0,-1,97,2015-10-02
302,24.0,32.1,17.8,1012,64,0,1.1,1.9,7,81,2014-10-30
2830,21.4,28.2,14.6,1015,67,0,1.9,4.4,11,129,2021-10-28
1276,31.3,35.8,25.2,1000,74,0,2.7,3.9,11,41,2017-07-07
2860,17.5,27.6,10.2,1015,79,0,0.8,1.7,7,218,2021-11-27
624,31.2,36.5,27.2,1005,73,0,3.1,7.4,14,56,2015-09-18
2055,33.6,37.5,28.2,1000,67,0,2.1,3.7,7,79,2019-09-11
1280,30.2,38.0,26.0,999,75,-1,2.7,5.9,14,33,2017-07-11
1049,19.8,29.0,10.1,1012,60,0,2.1,2.8,9,285,2016-11-19
336,20.3,28.1,14.0,1013,52,0,1.9,9.3,22,112,2014-12-03
47,15.1,21.5,9.6,1017,71,0,1.3,12.8,33,304,2014-02-17
106,26.5,34.2,20.2,1006,57,0,1.9,9.3,22,187,2014-04-17
2397,31.0,35.7,27.1,997,83,23,2.6,6.5,18,23,2020-08-18
1079,16.3,23.0,6.6,1016,61,0,1.0,9.4,20,236,2016-12-19
2286,30.1,35.4,22.8,1007,64,0,1.9,7.6,16,55,2020-04-29
2261,24.0,32.2,14.4,1011,51,0,2.7,4.6,14,40,2020-04-04
1144,19.8,27.5,11.0,1015,45,0,2.9,15.4,33,182,2017-02-23
2591,23.0,31.0,13.2,1012,57,0,3.2,8.9,14,95,2021-03-03
2296,33.5,40.4,26.2,1004,48,0,2.3,6.5,11,54,2020-05-09
1836,12.9,19.2,5.2,1022,73,0,1.9,16.3,38,136,2019-01-27
1753,24.3,31.1,16.5,1015,63,0,1.6,1.9,5,263,2018-10-30
1101,10.9,17.8,4.0,1017,73,0,1.9,10.7,22,146,2017-01-11
1968,31.5,43.4,28.0,998,55,0,3.1,14.1,22,42,2019-06-16
2975,28.2,36.6,22.5,1006,47,0,2.1,9.1,16,118,2022-03-22
523,37.6,42.4,30.0,998,32,0,1.9,18.7,27,136,2015-06-09
2280,28.3,36.1,23.2,1006,55,0,3.1,5.0,16,54,2020-04-23
1428,18.1,24.0,13.3,1014,56,0,1.9,4.6,11,120,2017-12-06
2829,20.9,28.0,14.6,1014,69,0,1.9,4.8,13,110,2021-10-27
603,32.2,36.9,28.6,1002,69,0,1.9,2.2,7,77,2015-08-28
1489,16.0,22.0,11.4,1017,54,0,1.8,8.5,14,143,2018-02-06
2553,13.9,22.8,7.4,1013,73,0,1.1,6.5,18,154,2021-01-21
60,16.1,21.8,10.0,1017,82,0,1.3,5.7,11,196,2014-03-02
2982,28.5,39.1,18.8,1004,40,0,2.6,4.4,13,135,2022-03-29
671,23.8,31.9,17.5,1012,72,0,1.6,0.9,3,293,2015-11-04
92,25.1,35.2,18.0,1010,53,0,2.1,10.4,25,256,2014-04-03
666,22.4,29.7,15.9,1016,71,0,2.7,1.5,5,108,2015-10-30
1887,24.1,31.0,12.8,1009,58,0,2.6,3.3,7,103,2019-03-19
280,29.6,35.2,24.9,1009,59,0,1.9,3.0,20,299,2014-10-08
1719,27.1,32.2,22.0,1007,77,0,3.5,4.3,13,42,2018-09-26
359,10.8,17.0,6.3,1017,82,0,0.8,7.8,11,146,2014-12-26
899,32.9,38.6,27.0,999,64,0,2.4,8.9,16,72,2016-06-21
1935,35.4,41.8,27.4,1002,40,0,3.1,12.6,20,95,2019-05-10
1994,34.9,39.2,30.6,996,55,0,2.1,11.7,24,76,2019-07-12
2513,16.8,25.8,12.2,1015,91,0,0.5,3.7,7,260,2020-12-12
760,15.2,22.6,6.6,1018,56,0,1.9,8.9,22,135,2016-02-02
2158,9.6,14.6,6.6,1018,91,0,0.6,3.7,74,171,2019-12-23
2846,18.3,27.4,11.1,1013,71,0,1.3,3.0,9,286,2021-11-13
42,13.3,21.6,6.6,1013,69,0,1.4,9.3,24,358,2014-02-12
2173,15.0,19.1,11.6,1016,88,0,1.3,5.4,7,120,2020-01-07
204,30.7,34.0,27.0,998,70,0,1.9,12.0,20,186,2014-07-24
1473,13.9,25.2,5.0,1014,70,0,1.9,0.4,3,153,2018-01-21
2100,24.9,30.9,17.6,1013,65,0,1.9,1.9,5,148,2019-10-26
68,20.0,23.5,17.6,1013,72,2,1.9,11.1,22,201,2014-03-10
1875,19.5,26.0,9.0,1012,55,0,2.7,5.7,16,104,2019-03-07
2584,23.3,32.2,12.0,1010,61,0,2.4,5.9,14,101,2021-02-24
2231,19.9,29.2,14.4,1010,82,0,1.9,10.4,16,31,2020-03-05
137,32.4,39.1,24.4,1006,39,0,1.9,14.8,27,180,2014-05-18
796,24.3,29.0,15.6,1011,56,0,1.9,10.0,18,109,2016-03-09
2180,12.6,19.9,8.6,1016,89,0,1.0,4.3,9,115,2020-01-14
2128,20.4,27.7,14.7,1016,72,0,1.9,7.6,13,130,2019-11-23
758,17.4,27.2,12.2,1016,79,0,1.1,7.8,18,242,2016-01-31
541,32.7,38.0,27.0,996,56,0,1.9,14.1,29,69,2015-06-27
1019,27.6,35.0,17.6,1007,53,0,3.1,5.9,13,140,2016-10-19
2488,19.5,25.8,13.0,1013,73,0,2.1,3.0,5,83,2020-11-17
165,33.9,40.6,28.0,997,59,0,2.1,8.1,25,136,2014-06-15
248,28.6,32.2,23.6,1002,81,0,1.9,2.0,7,147,2014-09-06
1331,28.2,35.5,25.6,1003,89,-1,1.6,6.1,20,41,2017-08-31
2017,31.2,35.4,27.2,-1,78,-1,2.4,5.7,11,46,2019-08-04
446,25.8,34.6,17.0,1010,67,0,2.6,1.5,7,91,2015-03-24
2482,19.6,30.1,11.4,1017,76,0,1.4,1.9,7,126,2020-11-11
1358,30.8,36.0,23.8,1005,58,0,3.1,2.6,11,80,2017-09-27
2145,16.8,23.5,7.4,1015,67,0,1.1,4.3,11,236,2019-12-10
1329,30.9,35.2,27.0,1001,75,-1,2.6,11.1,27,15,2017-08-29
3160,25.0,28.0,22.4,1002,99,13,1.1,4.4,7,168,2022-09-23
2150,14.2,19.2,9.8,1020,87,0,1.3,6.5,11,94,2019-12-15
434,20.6,28.5,12.5,1017,65,0,2.1,5.4,11,115,2015-03-12
2122,23.0,29.3,16.2,1015,59,0,2.1,7.8,14,96,2019-11-17
577,29.8,33.9,25.0,1003,75,0,1.9,2.6,7,47,2015-08-02
2596,26.0,34.0,18.9,1010,68,0,2.3,7.6,13,105,2021-03-08
2974,28.1,38.3,20.5,1005,57,0,1.9,5.4,11,135,2022-03-21
2448,28.9,36.0,19.1,1008,58,0,2.9,4.3,9,74,2020-10-08
1848,14.9,20.4,7.0,1017,72,5,2.1,9.4,18,72,2019-02-08
762,16.4,23.0,7.7,1017,54,0,1.9,7.2,14,130,2016-02-04
388,13.1,18.3,8.5,1020,80,0,0.8,4.1,14,148,2015-01-25
235,33.2,38.2,28.0,1003,53,0,2.7,11.3,25,168,2014-08-24
2827,21.8,31.5,16.4,1013,78,0,2.7,2.0,7,41,2021-10-25
1984,34.9,41.6,30.0,996,53,0,2.6,6.5,11,71,2019-07-02
267,30.0,35.8,24.2,1007,58,0,2.6,9.6,18,188,2014-09-25
770,19.2,26.8,10.0,1012,59,0,2.1,0.7,5,146,2016-02-12
2165,6.9,15.8,2.6,1020,99,0,0.2,5.4,11,333,2019-12-30
437,17.7,27.3,16.0,1015,92,4,1.9,11.5,18,38,2015-03-15
673,23.0,30.2,17.4,1012,79,0,1.4,2.2,7,153,2015-11-06
249,30.9,34.7,25.7,1003,73,0,1.9,1.3,5,175,2014-09-07
2201,14.2,22.0,5.3,1017,74,0,1.3,2.6,11,188,2020-02-04
1574,28.8,37.6,20.2,1004,59,12,1.6,13.7,31,66,2018-05-02
2142,15.1,24.2,9.3,1019,85,0,1.3,0.6,25,233,2019-12-07
2081,27.7,32.9,22.4,1011,61,0,2.4,8.1,18,55,2019-10-07
2841,20.0,29.1,13.6,1013,70,0,0.8,3.0,13,245,2021-11-08
2788,26.1,35.3,24.6,1003,90,2,1.9,2.6,7,19,2021-09-16
2972,29.1,36.4,19.8,1004,63,0,2.3,3.1,11,198,2022-03-19
448,28.6,36.5,20.3,1012,59,0,1.8,9.3,55,109,2015-03-26
1469,13.6,25.5,5.6,1015,80,0,0.8,3.7,13,235,2018-01-17
716,14.4,21.1,6.8,1019,65,0,1.6,5.6,13,114,2015-12-19
2603,25.7,32.0,16.2,1011,57,0,3.4,8.5,18,98,2021-03-15
2837,20.8,29.9,15.0,1013,79,0,0.5,2.6,9,309,2021-11-04
2048,32.6,36.2,27.6,1000,75,0,2.3,5.9,11,73,2019-09-04
1901,27.6,35.0,16.2,1008,42,0,3.9,5.0,14,90,2019-04-02
2711,37.4,43.5,28.8,994,40,0,3.5,12.0,24,41,2021-07-01
1168,23.6,30.0,15.6,1011,57,0,2.6,7.6,18,120,2017-03-19
82,22.7,29.2,19.0,1011,76,0,1.9,9.8,22,302,2014-03-24
2631,30.4,39.0,18.3,1010,35,0,2.7,5.2,13,107,2021-04-12
1460,12.1,20.7,5.0,1017,72,0,1.4,3.9,11,152,2018-01-08
1893,24.4,32.1,17.6,1012,55,0,3.5,8.9,14,65,2019-03-25
1668,32.3,35.4,28.2,998,64,0,1.9,11.9,18,69,2018-08-04
2000,27.0,31.7,23.5,1000,87,11,2.4,4.6,9,32,2019-07-18
475,30.8,38.6,21.0,1003,33,0,2.7,11.3,27,101,2015-04-22
517,28.7,34.1,23.6,1004,59,0,1.9,6.7,11,65,2015-06-03
404,15.8,24.3,9.7,1019,65,0,2.4,4.6,11,153,2015-02-10
384,13.3,17.5,9.5,1021,79,-1,0.8,3.7,7,159,2015-01-21
2641,27.3,33.2,21.4,1009,55,0,3.1,7.2,11,42,2021-04-22
2152,10.6,12.9,8.2,1021,90,0,1.3,5.7,13,93,2019-12-17
1633,31.3,35.6,27.5,999,75,9,1.9,4.8,11,41,2018-06-30
3101,30.3,35.2,26.4,1003,78,2,1.8,8.5,14,35,2022-07-26
688,18.8,28.5,11.5,1015,69,0,0.8,1.3,3,293,2015-11-21
1240,32.9,37.0,24.9,1000,52,0,2.4,5.0,14,95,2017-06-01
62,18.8,26.2,12.0,1016,69,0,1.4,3.7,11,173,2014-03-04
852,30.6,39.9,22.0,1006,47,0,2.4,11.3,24,65,2016-05-05
2984,29.8,39.6,20.1,1005,47,0,1.8,4.4,14,321,2022-03-31
2689,36.9,41.7,31.4,995,43,0,2.7,11.5,18,53,2021-06-09
1262,32.4,36.0,26.6,999,62,0,3.7,5.6,14,44,2017-06-23
223,32.1,36.6,27.6,998,65,0,1.9,8.3,13,158,2014-08-12
2193,15.5,22.7,8.5,1012,79,0,1.0,4.3,9,209,2020-01-27
373,11.2,18.3,7.2,1018,77,0,0.8,4.4,9,221,2015-01-10
1824,11.2,19.5,6.0,1018,80,0,1.6,7.2,14,134,2019-01-15
2754,32.9,36.2,27.0,999,58,0,3.4,11.9,24,28,2021-08-13
3156,28.6,34.7,24.5,1004,83,6,1.6,2.0,5,196,2022-09-19
2818,27.4,34.9,20.0,1004,69,0,1.3,0.9,3,159,2021-10-16
2995,31.8,42.6,22.5,1002,35,0,2.7,5.7,14,270,2022-04-11
9,12.2,20.2,5.0,1016,88,0,0.3,0.0,-1,369,2014-01-10
2497,18.6,25.0,10.4,1019,72,0,1.6,4.8,9,110,2020-11-26
1944,33.7,40.0,25.0,1002,45,4,2.6,8.0,27,92,2019-05-23
1838,14.1,20.0,5.4,1020,68,0,2.4,5.7,11,142,2019-01-29
708,18.3,25.5,13.4,1011,76,0,1.0,6.3,18,198,2015-12-11
255,29.3,34.1,23.5,1004,73,0,1.8,4.3,11,145,2014-09-13
1617,36.8,41.2,33.0,992,41,0,1.6,16.9,25,225,2018-06-14
389,13.7,18.3,11.6,1019,91,1,0.6,0.9,7,129,2015-01-26
1581,28.3,35.2,22.4,1006,57,0,1.9,3.3,11,71,2018-05-09
924,27.1,32.7,24.6,999,95,-1,1.9,4.4,9,50,2016-07-16
2508,18.3,28.2,12.0,1016,84,0,0.5,3.1,9,294,2020-12-07
2036,31.8,36.0,24.6,1002,68,0,2.9,6.5,16,50,2019-08-23
2608,24.3,34.5,16.8,1007,58,0,2.3,5.4,18,111,2021-03-20
1224,36.3,44.4,29.0,999,31,0,2.6,11.3,16,123,2017-05-16
2549,11.2,19.1,5.7,1016,89,0,0.3,8.5,21,260,2021-01-17
1946,32.5,37.0,24.5,1002,41,0,3.7,11.5,25,43,2019-05-25
739,18.0,25.5,8.5,1014,69,0,1.6,5.9,14,195,2016-01-12
40,12.5,20.0,4.6,1012,64,0,1.6,3.7,18,344,2014-02-10
868,36.2,41.5,30.7,995,50,0,2.9,10.9,18,78,2016-05-21
539,26.5,36.8,22.4,994,86,21,1.8,6.3,11,37,2015-06-25
2725,31.3,35.4,23.4,1001,77,23,2.6,5.6,7,39,2021-07-15
1371,29.3,36.4,22.0,1006,59,0,2.6,0.2,11,105,2017-10-10
1145,20.0,25.5,12.4,1015,47,0,3.1,18.3,35,451,2017-02-24
1031,23.7,31.7,15.5,1017,69,0,1.0,1.3,5,434,2016-10-31
372,10.5,16.3,6.8,1020,84,0,0.5,1.5,5,201,2015-01-09
667,22.3,29.8,15.6,1016,73,0,1.6,1.1,5,245,2015-10-31
357,9.6,15.9,5.0,1021,86,0,0.3,3.5,9,116,2014-12-24
967,32.8,37.0,27.5,1004,71,-1,2.7,7.4,14,57,2016-08-28
1353,26.2,35.4,24.0,1003,87,-1,2.3,9.4,14,11,2017-09-22
1035,23.4,32.0,14.5,1012,61,0,1.0,3.3,16,342,2016-11-04
470,28.0,35.3,20.0,1007,54,0,2.7,8.3,20,65,2015-04-17
1396,22.7,30.1,16.7,1015,76,0,1.1,2.0,9,190,2017-11-04
2844,18.2,29.6,12.6,1013,80,0,0.5,1.3,5,281,2021-11-11
1549,27.9,36.6,19.0,1008,57,5,2.7,5.9,9,48,2018-04-07
1256,29.0,35.2,24.5,1000,69,0,3.1,8.9,22,41,2017-06-17
2094,26.0,32.6,19.0,1014,54,0,2.3,5.6,14,98,2019-10-20
1555,25.8,34.4,18.2,1008,38,0,2.3,3.0,14,83,2018-04-13
2809,28.4,34.9,23.8,1005,71,0,2.6,4.4,13,65,2021-10-07
1250,32.7,39.5,25.5,999,45,0,4.0,6.5,13,43,2017-06-11
1699,27.0,29.6,25.1,1002,93,41,1.6,0.9,3,55,2018-09-04
1252,36.6,42.0,28.1,997,33,0,3.5,13.3,29,48,2017-06-13
3020,32.1,38.4,24.2,1004,48,0,1.9,3.9,18,283,2022-05-06
79,22.4,32.5,14.5,1007,68,0,2.1,5.4,11,192,2014-03-21
1172,28.9,37.0,18.4,1009,49,0,2.7,4.4,11,151,2017-03-23
814,26.2,32.0,19.5,1012,56,0,3.1,9.1,14,61,2016-03-27
1852,17.5,23.2,10.6,1021,75,0,1.1,2.8,9,208,2019-02-12
2220,19.8,26.6,12.8,1017,77,0,1.9,3.1,7,105,2020-02-23
3239,16.7,28.4,8.8,1015,73,0,1.1,2.8,7,153,2022-12-11
2105,24.7,32.0,16.8,1011,63,0,1.0,3.0,9,314,2019-10-31
